test_name,true_category,true_label,transform,tokens_before,tokens_after,ws_tokens_before,ws_tokens_after,ws_frac_before,ws_frac_after,truncated_before,truncated_after,pred_before,pred_after,conf_before,conf_after,flipped
ConfigServicePropertySourceLocatorTests.sunnyDayWithLabelThatContainsASlash,5,non-flaky,trailing spaces,155,164,10,19,0.0645,0.1159,False,False,5,5,0.9494,0.9502,False
ConfigServicePropertySourceLocatorTests.sunnyDayWithLabelThatContainsASlash,5,non-flaky,remove blank lines,155,154,10,9,0.0645,0.0584,False,False,5,5,0.9494,0.9496,False
DownsampleIteratorTest.simpleGetOneSample,5,non-flaky,indent +4,378,449,192,263,0.5079,0.5857,False,False,5,5,0.9508,0.9506,False
DownsampleIteratorTest.simpleGetOneSample,5,non-flaky,strip indent,378,204,192,18,0.5079,0.0882,False,False,5,3,0.9508,0.6717,True
DownsampleIteratorTest.simpleGetOneSample,5,non-flaky,trailing spaces,378,396,192,210,0.5079,0.5303,False,False,5,5,0.9508,0.9506,False
DownsampleIteratorTest.simpleGetOneSample,5,non-flaky,remove blank lines,378,377,192,191,0.5079,0.5066,False,False,5,5,0.9508,0.9505,False
PetApiTest.getPetByIdTest,5,non-flaky,indent +4,108,139,62,93,0.5741,0.6691,False,False,5,5,0.9522,0.9514,False
PetApiTest.getPetByIdTest,5,non-flaky,strip indent,108,53,62,7,0.5741,0.1321,False,False,5,5,0.9522,0.6443,False
PetApiTest.getPetByIdTest,5,non-flaky,trailing spaces,108,116,62,70,0.5741,0.6034,False,False,5,5,0.9522,0.9507,False
PetApiTest.getPetByIdTest,5,non-flaky,remove blank lines,108,89,62,43,0.5741,0.4831,False,False,5,5,0.9522,0.9522,False
CookiesTestCase.testRequestCookieDomainPathVersion,5,non-flaky,indent +4,332,393,108,169,0.3253,0.43,False,False,5,5,0.9528,0.952,False
CookiesTestCase.testRequestCookieDomainPathVersion,5,non-flaky,strip indent,332,240,108,15,0.3253,0.0625,False,False,5,3,0.9528,0.8511,True
CookiesTestCase.testRequestCookieDomainPathVersion,5,non-flaky,trailing spaces,332,349,108,125,0.3253,0.3582,False,False,5,5,0.9528,0.9518,False
CookiesTestCase.testRequestCookieDomainPathVersion,5,non-flaky,remove blank lines,332,331,108,107,0.3253,0.3233,False,False,5,5,0.9528,0.9526,False
BucketNameValidatorTest.testValidation_startWithDot,5,non-flaky,indent +4,52,63,10,21,0.1923,0.3333,False,False,5,5,0.9448,0.9496,False
BucketNameValidatorTest.testValidation_startWithDot,5,non-flaky,strip indent,52,45,10,3,0.1923,0.0667,False,False,5,4,0.9448,0.9456,True
BucketNameValidatorTest.testValidation_startWithDot,5,non-flaky,trailing spaces,52,55,10,13,0.1923,0.2364,False,False,5,5,0.9448,0.9475,False
BucketNameValidatorTest.testValidation_startWithDot,5,non-flaky,remove blank lines,52,51,10,9,0.1923,0.1765,False,False,5,5,0.9448,0.9443,False
BaseConnectorTest.testShowCreateInformationSchema,5,non-flaky,indent +4,126,149,56,79,0.4444,0.5302,False,False,5,5,0.9522,0.952,False
BaseConnectorTest.testShowCreateInformationSchema,5,non-flaky,strip indent,126,76,56,6,0.4444,0.0789,False,False,5,4,0.9522,0.9286,True
BaseConnectorTest.testShowCreateInformationSchema,5,non-flaky,trailing spaces,126,132,56,62,0.4444,0.4697,False,False,5,5,0.9522,0.9523,False
BaseConnectorTest.testShowCreateInformationSchema,5,non-flaky,remove blank lines,126,125,56,55,0.4444,0.44,False,False,5,5,0.9522,0.9521,False
RocksDbKeyValueServiceTest.testCreate,5,non-flaky,indent +4,192,223,68,99,0.3542,0.4439,False,False,5,5,0.9526,0.9522,False
RocksDbKeyValueServiceTest.testCreate,5,non-flaky,strip indent,192,132,68,8,0.3542,0.0606,False,False,5,4,0.9526,0.8403,True
RocksDbKeyValueServiceTest.testCreate,5,non-flaky,trailing spaces,192,200,68,76,0.3542,0.38,False,False,5,5,0.9526,0.952,False
RocksDbKeyValueServiceTest.testCreate,5,non-flaky,remove blank lines,192,191,68,67,0.3542,0.3508,False,False,5,5,0.9526,0.9525,False
JsonWalkTest.testWalkWithDifferentListeners,5,non-flaky,indent +4,512,512,289,304,0.5645,0.5938,True,True,5,5,0.9517,0.9514,False
JsonWalkTest.testWalkWithDifferentListeners,5,non-flaky,strip indent,512,512,289,126,0.5645,0.2461,True,True,5,4,0.9517,0.4184,True
JsonWalkTest.testWalkWithDifferentListeners,5,non-flaky,trailing spaces,512,512,289,298,0.5645,0.582,True,True,5,5,0.9517,0.9513,False
JsonWalkTest.testWalkWithDifferentListeners,5,non-flaky,remove blank lines,512,512,289,289,0.5645,0.5645,True,True,5,5,0.9517,0.9517,False
ReactiveCouchbaseRepositoryQueryCollectionIntegrationTests.testScopeCollectionAnnotation,5,non-flaky,indent +4,380,463,22,105,0.0579,0.2268,False,False,5,5,0.9506,0.952,False
ReactiveCouchbaseRepositoryQueryCollectionIntegrationTests.testScopeCollectionAnnotation,5,non-flaky,strip indent,380,275,22,21,0.0579,0.0764,False,False,5,4,0.9506,0.7162,True
ReactiveCouchbaseRepositoryQueryCollectionIntegrationTests.testScopeCollectionAnnotation,5,non-flaky,trailing spaces,380,401,22,43,0.0579,0.1072,False,False,5,5,0.9506,0.9512,False
ReactiveCouchbaseRepositoryQueryCollectionIntegrationTests.testScopeCollectionAnnotation,5,non-flaky,remove blank lines,380,379,22,21,0.0579,0.0554,False,False,5,5,0.9506,0.9504,False
MaterializedViewSupervisorSpecTest.testSuspendResuume,5,non-flaky,indent +4,512,512,375,384,0.7324,0.75,True,True,5,5,0.9503,0.9505,False
MaterializedViewSupervisorSpecTest.testSuspendResuume,5,non-flaky,strip indent,512,512,375,241,0.7324,0.4707,True,True,5,3,0.9503,0.4724,True
MaterializedViewSupervisorSpecTest.testSuspendResuume,5,non-flaky,trailing spaces,512,512,375,383,0.7324,0.748,True,True,5,5,0.9503,0.9504,False
MaterializedViewSupervisorSpecTest.testSuspendResuume,5,non-flaky,remove blank lines,512,512,375,375,0.7324,0.7324,True,True,5,5,0.9503,0.9503,False
TokenSequenceMatcherITest.testTokenSequenceMatcherBeginEnd,5,non-flaky,indent +4,460,512,126,244,0.2739,0.4766,False,True,5,5,0.9527,0.9515,False
TokenSequenceMatcherITest.testTokenSequenceMatcherBeginEnd,5,non-flaky,strip indent,460,378,126,43,0.2739,0.1138,False,False,5,4,0.9527,0.4808,True
TokenSequenceMatcherITest.testTokenSequenceMatcherBeginEnd,5,non-flaky,trailing spaces,460,512,126,179,0.2739,0.3496,False,True,5,5,0.9527,0.9508,False
TokenSequenceMatcherITest.testTokenSequenceMatcherBeginEnd,5,non-flaky,remove blank lines,460,459,126,125,0.2739,0.2723,False,False,5,5,0.9527,0.9523,False
UpsertTableSegmentUploadIntegrationTest.testSegmentAssignment,5,non-flaky,indent +4,170,213,44,87,0.2588,0.4085,False,False,5,5,0.9511,0.9517,False
UpsertTableSegmentUploadIntegrationTest.testSegmentAssignment,5,non-flaky,strip indent,170,141,44,11,0.2588,0.078,False,False,5,4,0.9511,0.9022,True
UpsertTableSegmentUploadIntegrationTest.testSegmentAssignment,5,non-flaky,trailing spaces,170,181,44,55,0.2588,0.3039,False,False,5,5,0.9511,0.9505,False
UpsertTableSegmentUploadIntegrationTest.testSegmentAssignment,5,non-flaky,remove blank lines,170,169,44,43,0.2588,0.2544,False,False,5,5,0.9511,0.9511,False
AsyncStreamingInputPlusTest.consumeUntil_SingleBuffer_AllBytes_HappyPath,5,non-flaky,indent +4,61,76,24,39,0.3934,0.5132,False,False,5,5,0.9497,0.9506,False
AsyncStreamingInputPlusTest.consumeUntil_SingleBuffer_AllBytes_HappyPath,5,non-flaky,strip indent,61,42,24,4,0.3934,0.0952,False,False,5,4,0.9497,0.9507,True
AsyncStreamingInputPlusTest.consumeUntil_SingleBuffer_AllBytes_HappyPath,5,non-flaky,trailing spaces,61,65,24,28,0.3934,0.4308,False,False,5,5,0.9497,0.9506,False
AsyncStreamingInputPlusTest.consumeUntil_SingleBuffer_AllBytes_HappyPath,5,non-flaky,remove blank lines,61,60,24,23,0.3934,0.3833,False,False,5,5,0.9497,0.9497,False
TokenSequenceMatcherITest.testTokenSequenceMatcher8,5,non-flaky,indent +4,444,512,104,206,0.2342,0.4023,False,True,5,5,0.9525,0.9516,False
TokenSequenceMatcherITest.testTokenSequenceMatcher8,5,non-flaky,strip indent,444,376,104,35,0.2342,0.0931,False,False,5,3,0.9525,0.6145,True
TokenSequenceMatcherITest.testTokenSequenceMatcher8,5,non-flaky,trailing spaces,444,484,104,144,0.2342,0.2975,False,False,5,5,0.9525,0.9511,False
TokenSequenceMatcherITest.testTokenSequenceMatcher8,5,non-flaky,remove blank lines,444,443,104,103,0.2342,0.2325,False,False,5,5,0.9525,0.9521,False
UpdateByQueryBasicTests.testBasics,5,non-flaky,indent +4,512,512,140,198,0.2734,0.3867,True,True,5,5,0.9501,0.9489,False
UpdateByQueryBasicTests.testBasics,5,non-flaky,strip indent,512,512,140,23,0.2734,0.0449,True,True,5,4,0.9501,0.3559,True
UpdateByQueryBasicTests.testBasics,5,non-flaky,trailing spaces,512,512,140,159,0.2734,0.3105,True,True,5,5,0.9501,0.9502,False
UpdateByQueryBasicTests.testBasics,5,non-flaky,remove blank lines,512,512,140,140,0.2734,0.2734,True,True,5,5,0.9501,0.9501,False
LongRunningProcessPingTaskTest.testCallProcessNotFound,5,non-flaky,indent +4,177,232,68,123,0.3842,0.5302,False,False,5,5,0.9521,0.9508,False
LongRunningProcessPingTaskTest.testCallProcessNotFound,5,non-flaky,strip indent,177,122,68,13,0.3842,0.1066,False,False,5,0,0.9521,0.6352,True
LongRunningProcessPingTaskTest.testCallProcessNotFound,5,non-flaky,trailing spaces,177,194,68,85,0.3842,0.4381,False,False,5,5,0.9521,0.9506,False
LongRunningProcessPingTaskTest.testCallProcessNotFound,5,non-flaky,remove blank lines,177,176,68,67,0.3842,0.3807,False,False,5,5,0.9521,0.9517,False
TimeSeriesGroupingIteratorTest.testManySparseTimeSeries,5,non-flaky,indent +4,512,512,207,253,0.4043,0.4941,True,True,5,5,0.9495,0.9494,False
TimeSeriesGroupingIteratorTest.testManySparseTimeSeries,5,non-flaky,strip indent,512,512,207,28,0.4043,0.0547,True,True,5,2,0.9495,0.7339,True
TimeSeriesGroupingIteratorTest.testManySparseTimeSeries,5,non-flaky,trailing spaces,512,512,207,214,0.4043,0.418,True,True,5,5,0.9495,0.9495,False
TimeSeriesGroupingIteratorTest.testManySparseTimeSeries,5,non-flaky,remove blank lines,512,512,207,207,0.4043,0.4043,True,True,5,5,0.9495,0.9495,False
RepositoryIntegrationTests.returnsParticularRevisionForAnEntity,5,non-flaky,indent +4,301,421,20,140,0.0664,0.3325,False,False,5,5,0.952,0.9515,False
RepositoryIntegrationTests.returnsParticularRevisionForAnEntity,5,non-flaky,strip indent,301,270,20,28,0.0664,0.1037,False,False,5,3,0.952,0.7972,True
RepositoryIntegrationTests.returnsParticularRevisionForAnEntity,5,non-flaky,trailing spaces,301,338,20,57,0.0664,0.1686,False,False,5,5,0.952,0.9517,False
RepositoryIntegrationTests.returnsParticularRevisionForAnEntity,5,non-flaky,remove blank lines,301,300,20,19,0.0664,0.0633,False,False,5,5,0.952,0.9519,False
RobinHoodBackwardShiftHashMapTest.testClearAllWithControlMap,5,non-flaky,indent +4,69,89,28,48,0.4058,0.5393,False,False,5,5,0.9508,0.9512,False
RobinHoodBackwardShiftHashMapTest.testClearAllWithControlMap,5,non-flaky,strip indent,69,46,28,5,0.4058,0.1087,False,False,5,4,0.9508,0.9069,True
RobinHoodBackwardShiftHashMapTest.testClearAllWithControlMap,5,non-flaky,trailing spaces,69,75,28,34,0.4058,0.4533,False,False,5,5,0.9508,0.9497,False
RobinHoodBackwardShiftHashMapTest.testClearAllWithControlMap,5,non-flaky,remove blank lines,69,68,28,27,0.4058,0.3971,False,False,5,5,0.9508,0.951,False
CouchbaseRepositoryQueryCollectionIntegrationTests.afterEach,5,non-flaky,indent +4,52,75,7,30,0.1346,0.4,False,False,5,5,0.9485,0.9516,False
CouchbaseRepositoryQueryCollectionIntegrationTests.afterEach,5,non-flaky,strip indent,52,40,7,6,0.1346,0.15,False,False,5,4,0.9485,0.503,True
CouchbaseRepositoryQueryCollectionIntegrationTests.afterEach,5,non-flaky,trailing spaces,52,58,7,13,0.1346,0.2241,False,False,5,5,0.9485,0.9498,False
CouchbaseRepositoryQueryCollectionIntegrationTests.afterEach,5,non-flaky,remove blank lines,52,51,7,6,0.1346,0.1176,False,False,5,5,0.9485,0.9487,False
RocksDbKeyValueServiceTest.testReadBeforeTime,5,non-flaky,indent +4,138,161,44,67,0.3188,0.4161,False,False,5,5,0.952,0.9514,False
RocksDbKeyValueServiceTest.testReadBeforeTime,5,non-flaky,strip indent,138,100,44,6,0.3188,0.06,False,False,5,4,0.952,0.629,True
RocksDbKeyValueServiceTest.testReadBeforeTime,5,non-flaky,trailing spaces,138,144,44,50,0.3188,0.3472,False,False,5,5,0.952,0.9516,False
RocksDbKeyValueServiceTest.testReadBeforeTime,5,non-flaky,remove blank lines,138,137,44,43,0.3188,0.3139,False,False,5,5,0.952,0.9519,False
OpenUriSelectionListenerTest.testWidgetSelected_MalformedURL,5,non-flaky,indent +4,118,146,22,50,0.1864,0.3425,False,False,5,5,0.9446,0.9506,False
OpenUriSelectionListenerTest.testWidgetSelected_MalformedURL,5,non-flaky,strip indent,118,105,22,7,0.1864,0.0667,False,False,5,4,0.9446,0.9348,True
OpenUriSelectionListenerTest.testWidgetSelected_MalformedURL,5,non-flaky,trailing spaces,118,126,22,30,0.1864,0.2381,False,False,5,5,0.9446,0.9476,False
OpenUriSelectionListenerTest.testWidgetSelected_MalformedURL,5,non-flaky,remove blank lines,118,117,22,21,0.1864,0.1795,False,False,5,5,0.9446,0.9449,False
AbstractTestIntegrationSmokeTest.testShowCreateTable,5,non-flaky,indent +4,489,512,314,341,0.6421,0.666,False,True,5,5,0.9522,0.9523,False
AbstractTestIntegrationSmokeTest.testShowCreateTable,5,non-flaky,strip indent,489,208,314,34,0.6421,0.1635,False,False,5,3,0.9522,0.8143,True
AbstractTestIntegrationSmokeTest.testShowCreateTable,5,non-flaky,trailing spaces,489,505,314,330,0.6421,0.6535,False,False,5,5,0.9522,0.952,False
AbstractTestIntegrationSmokeTest.testShowCreateTable,5,non-flaky,remove blank lines,489,488,314,313,0.6421,0.6414,False,False,5,5,0.9522,0.952,False
